image,set,label
100070100_vertical_flip.png,train,Rost/Strassenrost
100104300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100078500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100164200_vertical_flip.png,train,Rost/Strassenrost
100197800_vertical_flip.png,train,Rost/Strassenrost
100044100_vertical_flip.png,train,Rost/Strassenrost
100068800_vertical_flip.png,train,Rost/Strassenrost
100007600_vertical_flip.png,train,Rost/Strassenrost
100007400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100003000_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100050800_vertical_flip.png,train,Andere/-
100209400_vertical_flip.png,train,Rost/Strassenrost
100035400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100001400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100009900_vertical_flip.png,train,Andere/-
100008600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100011300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100151700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100037800_vertical_flip.png,train,Rost/Einlauf rund
100216000_vertical_flip.png,train,Rost/Strassenrost
100069500_vertical_flip.png,train,Gussbeton/Handgriff mitte
100130600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100105900_vertical_flip.png,train,Andere/-
100047200_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100168600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100145700_vertical_flip.png,train,Rost/Strassenrost
100116800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100098100_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100100500_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100095900_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100133200_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100094200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100133600_vertical_flip.png,train,Rost/Strassenrost
100183900_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100186400_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100069700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100047400_vertical_flip.png,train,Rost/Strassenrost
100057700_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100061500_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100178200_vertical_flip.png,train,Rost/Strassenrost
100202000_vertical_flip.png,train,Rost/Strassenrost
100031600_vertical_flip.png,train,Rost/Strassenrost
100211600_vertical_flip.png,train,Rost/Strassenrost
100057600_vertical_flip.png,train,Rost/Strassenrost
100110000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100097700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100060200_vertical_flip.png,train,Rost/Einlauf rund
100148500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100203600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100071700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100099900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100053900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100095800_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100155200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100059700_vertical_flip.png,train,Vollguss/Aufklappbar
100046400_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100032400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100150700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100127400_vertical_flip.png,train,Rost/Einlauf rund
100175300_vertical_flip.png,train,Rost/Strassenrost
100164600_vertical_flip.png,train,Rost/Strassenrost
100130700_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100071100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100096900_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100085700_vertical_flip.png,train,Andere/-
100070200_vertical_flip.png,train,Andere/-
100021500_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100142500_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100146900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100130800_vertical_flip.png,train,Rost/Strassenrost
100066000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100214700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100208300_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100008100_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100171900_vertical_flip.png,train,Andere/-
100146800_vertical_flip.png,train,Andere/-
100122300_vertical_flip.png,train,Rost/Strassenrost
100006300_vertical_flip.png,train,Rost/Strassenrost
100075400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100081400_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100068300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100078700_vertical_flip.png,train,Rost/Strassenrost
100136200_vertical_flip.png,train,Rost/Strassenrost
100166700_vertical_flip.png,train,Rost/Strassenrost
100061400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100046000_vertical_flip.png,train,Rost/Strassenrost
100142900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100051700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100055800_vertical_flip.png,train,Rost/Strassenrost
100144800_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100199000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100088500_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100153400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100176800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100097400_vertical_flip.png,train,Rost/Strassenrost
100054700_vertical_flip.png,train,Rost/Strassenrost
100188200_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100164100_vertical_flip.png,train,Rost/Strassenrost
100015200_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100023900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100003800_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100087000_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100026200_vertical_flip.png,train,Andere/-
100095500_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100038800_vertical_flip.png,train,Rost/Strassenrost
100125000_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100070300_vertical_flip.png,train,Rost/Strassenrost
100089200_vertical_flip.png,train,Andere/-
100055300_vertical_flip.png,train,Andere/-
100058300_vertical_flip.png,train,Rost/Strassenrost
100170300_vertical_flip.png,train,Rost/Strassenrost gewoelbt
100111400_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100150300_vertical_flip.png,train,Andere/-
100068200_vertical_flip.png,train,Rost/Strassenrost
100154000_vertical_flip.png,train,Rost/Einlauf rund
100077100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100080900_vertical_flip.png,train,Rost/Strassenrost
100097300_vertical_flip.png,train,Rost/Strassenrost
100217600_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100209600_vertical_flip.png,train,Rost/Strassenrost
100083300_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100215100_vertical_flip.png,train,Vollguss/Aufklappbar
100148600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100166400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100103900_vertical_flip.png,train,Andere/-
100043400_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100005200_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100170900_vertical_flip.png,train,Rost/Strassenrost
100007100_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100030700_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100019500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100049700_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100185700_vertical_flip.png,train,Rost/Einlauf rund
100024000_vertical_flip.png,train,Rost/Einlauf rund
100090700_vertical_flip.png,train,Rost/Strassenrost
100063500_vertical_flip.png,train,Rost/Strassenrost
100086500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100038700_vertical_flip.png,train,Rost/Strassenrost
100054800_vertical_flip.png,train,Rost/Strassenrost
100039100_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100201000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100059000_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100088000_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100210200_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100113500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100099500_vertical_flip.png,train,Rost/Strassenrost
100168000_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100176700_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100141200_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100101200_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100008700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100097000_vertical_flip.png,train,Rost/Strassenrost
100201800_vertical_flip.png,train,Rost/Strassenrost
100005800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100110500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100047600_vertical_flip.png,train,Rost/Strassenrost
100001300_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100014800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100011200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100170100_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100076500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100148900_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100056200_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100025200_vertical_flip.png,train,Rost/Strassenrost
100034800_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100029300_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100021900_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100004900_vertical_flip.png,train,Andere/-
100131800_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100190500_vertical_flip.png,train,Rost/Strassenrost
100200800_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100078600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100141300_vertical_flip.png,train,Rost/Strassenrost
100058100_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100065200_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100019000_vertical_flip.png,train,Gussbeton/Handgriff mitte
100096500_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100136500_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100213300_vertical_flip.png,train,Rost/Strassenrost
100210300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100159500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100123700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100013100_vertical_flip.png,train,Rost/Strassenrost
100180100_vertical_flip.png,train,Rost/Einlauf rund
100100000_vertical_flip.png,train,Rost/Strassenrost gewoelbt
100192400_vertical_flip.png,train,Rost/Einlauf rund
100031500_vertical_flip.png,train,Rost/Strassenrost
100199500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100077800_vertical_flip.png,train,Rost/Einlauf rund
100114400_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100154900_vertical_flip.png,train,Rost/Strassenrost
100058400_vertical_flip.png,train,Gussbeton/Handgriff seitlich
100151300_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100032300_vertical_flip.png,train,Gussbeton/Handgriff mitte
100074200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100115200_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100012900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100190600_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100203400_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100109300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100104700_vertical_flip.png,train,Andere/-
100101900_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100141800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100027600_vertical_flip.png,train,Rost/Einlauf rund
100004700_vertical_flip.png,train,Rost/Strassenrost
100044600_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100217300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100125700_vertical_flip.png,train,Rost/Strassenrost
100104600_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100073700_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100128500_vertical_flip.png,train,Rost/Strassenrost
100064200_vertical_flip.png,train,Rost/Strassenrost
100128700_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100137700_vertical_flip.png,train,Rost/Einlauf rund
100175800_vertical_flip.png,train,Gussbeton/Handgriff mitte
100186900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100096300_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100129100_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100212400_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100059900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100192200_vertical_flip.png,train,Rost/Strassenrost
100080700_vertical_flip.png,train,Rost/Strassenrost
100113800_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100118600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100092300_vertical_flip.png,train,Rost/Strassenrost
100058800_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100058200_vertical_flip.png,train,Rost/Strassenrost
100120700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100028100_vertical_flip.png,train,Andere/-
100211200_vertical_flip.png,train,Rost/Strassenrost gewoelbt
100121200_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100140500_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100034000_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100214300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100044700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100068600_vertical_flip.png,train,Rost/Strassenrost
100099100_vertical_flip.png,train,Rost/Einlauf rund
100010300_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100083500_vertical_flip.png,train,Rost/Strassenrost
100113600_vertical_flip.png,train,Rost/Strassenrost
100081500_vertical_flip.png,train,Rost/Strassenrost
100103000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100152300_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100131000_vertical_flip.png,train,Rost/Strassenrost
100172600_vertical_flip.png,train,Andere/-
100046700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100079500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100075800_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100111100_vertical_flip.png,train,Vollguss/Pickelloch belueftet
100096200_vertical_flip.png,train,Rost/Strassenrost
100046900_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100065300_vertical_flip.png,train,Rost/Strassenrost
100143400_vertical_flip.png,train,Andere/-
100162500_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100017000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100213700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100022000_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100193400_vertical_flip.png,train,Rost/Strassenrost
100134400_vertical_flip.png,train,Andere/-
100154700_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100196500_vertical_flip.png,train,Rost/Strassenrost
100208400_vertical_flip.png,train,Rost/Strassenrost
100187100_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100171600_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100213500_vertical_flip.png,train,Rost/Strassenrost
100161100_vertical_flip.png,train,Rost/Strassenrost
100116200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100013600_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100141400_vertical_flip.png,train,Rost/Strassenrost
100183700_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100053500_vertical_flip.png,train,Rost/Einlauf rund
100183200_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100094900_vertical_flip.png,train,Vollguss/Handgriff geschlossen
100214400_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100167800_vertical_flip.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100177000_vertical_flip.png,train,Vollguss/Pickelloch geschlossen
100204600_vertical_flip.png,train,Gussbeton/Pickelloch belueftet
100143900_vertical_flip.png,train,Rost/Strassenrost
100187000_vertical_flip.png,train,Rost/Strassenrost
100076800_vertical_flip.png,train,Gussbeton/Pickelloch geschlossen
100120800_vertical_flip.png,train,Rost/Einlauf rund
100016100_vertical_flip.png,train,Rost/Einlauf rund
100156300_vertical_flip.png,train,Vollguss/Handgriff geschlossen
